FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree
6107001800,"Census Tract 18, Tulare County, California","Census Tract 18, Tulare County, California",6,107,1800,4675,3151,432,705,1182,594,188,50,0
6107001901,"Census Tract 19.01, Tulare County, California","Census Tract 19.01, Tulare County, California",6,107,1901,3567,2329,456,554,926,286,98,9,0
6107001902,"Census Tract 19.02, Tulare County, California","Census Tract 19.02, Tulare County, California",6,107,1902,4285,2783,323,552,1141,530,169,49,19
6107002002,"Census Tract 20.02, Tulare County, California","Census Tract 20.02, Tulare County, California",6,107,2002,4789,2942,349,676,1271,461,118,52,15
6107002003,"Census Tract 20.03, Tulare County, California","Census Tract 20.03, Tulare County, California",6,107,2003,5372,3361,392,934,1247,590,184,0,14
6107002004,"Census Tract 20.04, Tulare County, California","Census Tract 20.04, Tulare County, California",6,107,2004,5265,3288,368,1009,1199,419,221,63,9
6107002006,"Census Tract 20.06, Tulare County, California","Census Tract 20.06, Tulare County, California",6,107,2006,4271,2785,117,573,1255,499,232,100,9
6107002007,"Census Tract 20.07, Tulare County, California","Census Tract 20.07, Tulare County, California",6,107,2007,8510,5337,621,1534,1992,815,249,86,40
6107002008,"Census Tract 20.08, Tulare County, California","Census Tract 20.08, Tulare County, California",6,107,2008,2954,1752,420,470,709,73,80,0,0
6107002009,"Census Tract 20.09, Tulare County, California","Census Tract 20.09, Tulare County, California",6,107,2009,4345,2783,413,836,1207,199,104,17,7
6107002100,"Census Tract 21, Tulare County, California","Census Tract 21, Tulare County, California",6,107,2100,2487,1366,454,307,421,133,31,2,18
6107002202,"Census Tract 22.02, Tulare County, California","Census Tract 22.02, Tulare County, California",6,107,2202,5871,2794,1350,807,503,88,25,0,21
6107002203,"Census Tract 22.03, Tulare County, California","Census Tract 22.03, Tulare County, California",6,107,2203,5090,2665,863,796,863,72,39,25,7
6107002204,"Census Tract 22.04, Tulare County, California","Census Tract 22.04, Tulare County, California",6,107,2204,5979,3244,1165,1114,898,36,17,0,14
6107002302,"Census Tract 23.02, Tulare County, California","Census Tract 23.02, Tulare County, California",6,107,2302,4454,2828,436,858,1039,323,135,15,22
6107002303,"Census Tract 23.03, Tulare County, California","Census Tract 23.03, Tulare County, California",6,107,2303,6216,4453,537,1252,1668,637,286,60,13
6107002304,"Census Tract 23.04, Tulare County, California","Census Tract 23.04, Tulare County, California",6,107,2304,1966,1329,283,463,474,56,43,0,10
6107002400,"Census Tract 24, Tulare County, California","Census Tract 24, Tulare County, California",6,107,2400,12205,6850,1351,2171,2000,1007,221,65,35
6107002500,"Census Tract 25, Tulare County, California","Census Tract 25, Tulare County, California",6,107,2500,4028,2383,746,656,702,140,70,20,49
6107002601,"Census Tract 26.01, Tulare County, California","Census Tract 26.01, Tulare County, California",6,107,2601,4088,2254,1155,543,472,19,28,37,0
6107002602,"Census Tract 26.02, Tulare County, California","Census Tract 26.02, Tulare County, California",6,107,2602,5885,2945,1546,543,590,254,12,0,0
6107002700,"Census Tract 27, Tulare County, California","Census Tract 27, Tulare County, California",6,107,2700,5641,4096,469,922,2045,456,161,43,0
6107002800,"Census Tract 28, Tulare County, California","Census Tract 28, Tulare County, California",6,107,2800,3827,1730,871,344,462,22,31,0,0
6107002901,"Census Tract 29.01, Tulare County, California","Census Tract 29.01, Tulare County, California",6,107,2901,3615,2167,689,788,517,127,46,0,0
6107002903,"Census Tract 29.03, Tulare County, California","Census Tract 29.03, Tulare County, California",6,107,2903,5406,3057,764,1030,1012,203,35,13,0
6107002904,"Census Tract 29.04, Tulare County, California","Census Tract 29.04, Tulare County, California",6,107,2904,4877,2877,702,900,1019,216,33,7,0
6107003001,"Census Tract 30.01, Tulare County, California","Census Tract 30.01, Tulare County, California",6,107,3001,4362,2105,1031,597,433,36,8,0,0
6107003002,"Census Tract 30.02, Tulare County, California","Census Tract 30.02, Tulare County, California",6,107,3002,3598,1884,707,534,519,117,0,7,0
6107003100,"Census Tract 31, Tulare County, California","Census Tract 31, Tulare County, California",6,107,3100,3226,1766,711,465,485,87,13,5,0
6107003200,"Census Tract 32, Tulare County, California","Census Tract 32, Tulare County, California",6,107,3200,6601,3262,2154,631,379,63,23,9,3
6107003300,"Census Tract 33, Tulare County, California","Census Tract 33, Tulare County, California",6,107,3300,8564,4796,1899,1038,1543,226,43,33,14
6107003400,"Census Tract 34, Tulare County, California","Census Tract 34, Tulare County, California",6,107,3400,6953,4038,1825,947,865,289,73,35,4
6107003501,"Census Tract 35.01, Tulare County, California","Census Tract 35.01, Tulare County, California",6,107,3501,3067,1735,375,395,461,343,116,45,0
6107003502,"Census Tract 35.02, Tulare County, California","Census Tract 35.02, Tulare County, California",6,107,3502,11651,6393,1432,1550,2450,682,187,67,25
6107003601,"Census Tract 36.01, Tulare County, California","Census Tract 36.01, Tulare County, California",6,107,3601,6802,3992,1016,1064,1542,277,66,27,0
6107003602,"Census Tract 36.02, Tulare County, California","Census Tract 36.02, Tulare County, California",6,107,3602,6891,4106,1152,819,1698,240,174,23,0
6107003700,"Census Tract 37, Tulare County, California","Census Tract 37, Tulare County, California",6,107,3700,5863,3200,820,851,1148,275,30,70,6
6107003801,"Census Tract 38.01, Tulare County, California","Census Tract 38.01, Tulare County, California",6,107,3801,3332,1883,657,561,542,104,9,10,0
6107003802,"Census Tract 38.02, Tulare County, California","Census Tract 38.02, Tulare County, California",6,107,3802,4387,2419,1024,689,579,64,49,7,7
6107003901,"Census Tract 39.01, Tulare County, California","Census Tract 39.01, Tulare County, California",6,107,3901,7201,3890,1924,758,988,190,20,0,10
6107003902,"Census Tract 39.02, Tulare County, California","Census Tract 39.02, Tulare County, California",6,107,3902,6065,3169,1440,754,761,172,24,13,5
6107004000,"Census Tract 40, Tulare County, California","Census Tract 40, Tulare County, California",6,107,4000,625,469,306,85,52,26,0,0,0
6107004101,"Census Tract 41.01, Tulare County, California","Census Tract 41.01, Tulare County, California",6,107,4101,8755,4763,2152,1088,1336,187,0,0,0
6107004102,"Census Tract 41.02, Tulare County, California","Census Tract 41.02, Tulare County, California",6,107,4102,2250,1295,424,317,488,41,25,0,0
6107004200,"Census Tract 42, Tulare County, California","Census Tract 42, Tulare County, California",6,107,4200,6434,2961,1758,728,376,70,23,6,0
6107004300,"Census Tract 43, Tulare County, California","Census Tract 43, Tulare County, California",6,107,4300,7687,3647,2318,649,544,110,8,9,9
6107004400,"Census Tract 44, Tulare County, California","Census Tract 44, Tulare County, California",6,107,4400,6509,3026,1979,561,416,45,25,0,0
6107004500,"Census Tract 45, Tulare County, California","Census Tract 45, Tulare County, California",6,107,4500,6298,3442,1791,639,717,209,67,19,0
6109001100,"Census Tract 11, Tuolumne County, California","Census Tract 11, Tuolumne County, California",6,109,1100,3751,2885,352,651,1229,447,123,64,19
6109001200,"Census Tract 12, Tuolumne County, California","Census Tract 12, Tuolumne County, California",6,109,1200,4188,2683,360,565,1163,411,137,34,13
6109002100,"Census Tract 21, Tuolumne County, California","Census Tract 21, Tuolumne County, California",6,109,2100,4632,3308,248,1008,1434,448,127,28,15
6109002200,"Census Tract 22, Tuolumne County, California","Census Tract 22, Tuolumne County, California",6,109,2200,7471,5405,393,1442,2006,1082,393,51,38
6109003100,"Census Tract 31, Tuolumne County, California","Census Tract 31, Tuolumne County, California",6,109,3100,6191,4831,396,1362,1861,595,377,237,3
6109003200,"Census Tract 32, Tuolumne County, California","Census Tract 32, Tuolumne County, California",6,109,3200,5611,4081,268,1287,1841,337,173,99,76
6109004100,"Census Tract 41, Tuolumne County, California","Census Tract 41, Tuolumne County, California",6,109,4100,5371,4133,368,1454,1560,564,126,61,0
6109004200,"Census Tract 42, Tuolumne County, California","Census Tract 42, Tuolumne County, California",6,109,4200,3513,2942,322,803,1112,558,101,35,11
6109005100,"Census Tract 51, Tuolumne County, California","Census Tract 51, Tuolumne County, California",6,109,5100,8871,6365,471,2030,2939,659,226,17,23
6109005201,"Census Tract 52.01, Tuolumne County, California","Census Tract 52.01, Tuolumne County, California",6,109,5201,3431,2927,774,886,980,214,58,7,8
6109985202,"Census Tract 9852.02, Tuolumne County, California","Census Tract 9852.02, Tuolumne County, California",6,109,985202,1698,1468,520,417,511,20,0,0,0
6111000100,"Census Tract 1, Ventura County, California","Census Tract 1, Ventura County, California",6,111,100,686,581,23,142,193,146,7,70,0
6111000200,"Census Tract 2, Ventura County, California","Census Tract 2, Ventura County, California",6,111,200,2760,1454,694,288,383,51,38,0,0
6111000302,"Census Tract 3.02, Ventura County, California","Census Tract 3.02, Ventura County, California",6,111,302,6759,3895,1163,772,1321,367,176,74,22
6111000303,"Census Tract 3.03, Ventura County, California","Census Tract 3.03, Ventura County, California",6,111,303,5343,3087,822,646,1015,271,214,92,27
6111000304,"Census Tract 3.04, Ventura County, California","Census Tract 3.04, Ventura County, California",6,111,304,4565,2577,996,427,773,204,95,66,16
6111000400,"Census Tract 4, Ventura County, California","Census Tract 4, Ventura County, California",6,111,400,6579,3635,1318,593,1179,337,122,55,31
6111000500,"Census Tract 5, Ventura County, California","Census Tract 5, Ventura County, California",6,111,500,2645,1676,696,321,575,76,8,0,0
6111000600,"Census Tract 6, Ventura County, California","Census Tract 6, Ventura County, California",6,111,600,6232,3534,1748,765,883,75,58,5,0
6111000701,"Census Tract 7.01, Ventura County, California","Census Tract 7.01, Ventura County, California",6,111,701,6287,3324,1336,836,844,242,36,30,0
6111000702,"Census Tract 7.02, Ventura County, California","Census Tract 7.02, Ventura County, California",6,111,702,3542,2089,722,601,567,123,67,5,4
6111000800,"Census Tract 8, Ventura County, California","Census Tract 8, Ventura County, California",6,111,800,7716,4768,947,1092,1484,785,269,34,157
6111000901,"Census Tract 9.01, Ventura County, California","Census Tract 9.01, Ventura County, California",6,111,901,2474,1923,156,240,636,429,239,156,67
6111000902,"Census Tract 9.02, Ventura County, California","Census Tract 9.02, Ventura County, California",6,111,902,1974,1455,234,194,421,347,196,50,13
6111000903,"Census Tract 9.03, Ventura County, California","Census Tract 9.03, Ventura County, California",6,111,903,5369,3829,350,593,1211,1031,484,103,57
6111001001,"Census Tract 10.01, Ventura County, California","Census Tract 10.01, Ventura County, California",6,111,1001,2851,2023,167,546,833,375,88,2,12
6111001002,"Census Tract 10.02, Ventura County, California","Census Tract 10.02, Ventura County, California",6,111,1002,7053,5185,706,1076,1868,934,395,140,66
6111001101,"Census Tract 11.01, Ventura County, California","Census Tract 11.01, Ventura County, California",6,111,1101,4732,3288,329,799,1473,419,210,58,0
6111001102,"Census Tract 11.02, Ventura County, California","Census Tract 11.02, Ventura County, California",6,111,1102,3810,2811,283,551,1206,507,169,63,32
6111001201,"Census Tract 12.01, Ventura County, California","Census Tract 12.01, Ventura County, California",6,111,1201,4247,2953,254,642,1253,572,187,45,0
6111001202,"Census Tract 12.02, Ventura County, California","Census Tract 12.02, Ventura County, California",6,111,1202,6977,4762,311,843,1896,1031,444,195,42
6111001204,"Census Tract 12.04, Ventura County, California","Census Tract 12.04, Ventura County, California",6,111,1204,2581,1674,309,456,486,308,33,71,11
6111001206,"Census Tract 12.06, Ventura County, California","Census Tract 12.06, Ventura County, California",6,111,1206,932,703,52,98,222,170,49,90,22
6111001301,"Census Tract 13.01, Ventura County, California","Census Tract 13.01, Ventura County, California",6,111,1301,8557,5169,667,1032,1949,1008,363,27,123
6111001302,"Census Tract 13.02, Ventura County, California","Census Tract 13.02, Ventura County, California",6,111,1302,1956,1389,341,388,419,195,32,14,0
6111001401,"Census Tract 14.01, Ventura County, California","Census Tract 14.01, Ventura County, California",6,111,1401,4454,2860,285,523,1097,578,262,69,46
6111001402,"Census Tract 14.02, Ventura County, California","Census Tract 14.02, Ventura County, California",6,111,1402,5911,3979,320,702,1662,671,445,161,18
6111001502,"Census Tract 15.02, Ventura County, California","Census Tract 15.02, Ventura County, California",6,111,1502,8832,6005,507,1111,2548,1106,563,142,28
6111001503,"Census Tract 15.03, Ventura County, California","Census Tract 15.03, Ventura County, California",6,111,1503,5231,3488,531,748,1465,623,94,11,16
6111001506,"Census Tract 15.06, Ventura County, California","Census Tract 15.06, Ventura County, California",6,111,1506,5151,3590,277,608,1546,679,333,107,40
6111001507,"Census Tract 15.07, Ventura County, California","Census Tract 15.07, Ventura County, California",6,111,1507,4621,2897,465,675,1032,481,197,38,9
6111001601,"Census Tract 16.01, Ventura County, California","Census Tract 16.01, Ventura County, California",6,111,1601,1017,680,88,160,202,173,28,14,15
6111001602,"Census Tract 16.02, Ventura County, California","Census Tract 16.02, Ventura County, California",6,111,1602,2297,1728,64,335,710,370,167,52,30
6111001700,"Census Tract 17, Ventura County, California","Census Tract 17, Ventura County, California",6,111,1700,3607,2754,79,342,696,875,505,182,75
6111001800,"Census Tract 18, Ventura County, California","Census Tract 18, Ventura County, California",6,111,1800,4377,3200,111,340,930,998,623,123,75
6111001900,"Census Tract 19, Ventura County, California","Census Tract 19, Ventura County, California",6,111,1900,3724,2732,154,295,1101,746,290,95,51
6111002000,"Census Tract 20, Ventura County, California","Census Tract 20, Ventura County, California",6,111,2000,2427,1984,41,335,505,565,364,142,32
6111002102,"Census Tract 21.02, Ventura County, California","Census Tract 21.02, Ventura County, California",6,111,2102,1583,1335,51,72,533,461,179,31,8
